Sheet_Def,Domain,Variable,Label,Type,Codes,Rule for derivation,deriv_info,deriv_info_null,deriv_info_len,Label_len,deriv_info_key_words
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_098,Ongoing at Baseline Visit: Other Medication with Indication for AD Dementia,Num,,If there is at least one record for the subject with ADTTERM = 'Medicine with indication for AD dementia' and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and ADTSTDT <= VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Medicine with indication for AD dementia' and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and ADTSTDT <= VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,39,11,vsdt adtstdt vsdt visitnum adttryn. record subject adtterm medicine indication. indication ad dementia adtongo adtendt. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_099,Ongoing at Baseline Visit: Other,Num,,If there is at least one record for the subject with ADTTERM = 'Other' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Other' and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,34,5,subject adtterm adtstdt vsdt adtongo. adtendt vsdt visitnum adttryn missing. record subject adtterm adtstdt vsdt. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_100,Ongoing at Baseline Visit: AChE Inhibitor,Num,,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') and ADTSTDT <= VSDT and (ADTONGO = 'Y' OR ADTENDT >= VSDT) and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,37,6,subject adtterm donepezil galantamine rivastigmine. record subject adtterm donepezil galantamine. adtendt vsdt visitnum adttryn missing. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_101,Ongoing at Baseline Visit: AChE Inhibitor Only,Num,,AChEI ongoing at baseline and no AD Dementia medication that is not a non-AChEI ongoing at baseline: If blongo_100 and not (blongo_098 or blongo_003) then 1; else if ADTTRYN not missing then 0.,AChEI ongoing at baseline and no AD Dementia medication that is not a non-AChEI ongoing at baseline: If blongo_100 and not (blongo_098 or blongo_003) then 1; else if ADTTRYN not missing then 0.,False,37,7,blongo_100 blongo_098 blongo_003 adttryn missing. medication non achei ongoing baseline. ongoing baseline ad dementia medication. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_102,Ongoing at Baseline Visit: AChE Inhibitor + Memantine,Num,,Both AChEI and Memantine ongoing at baseline: If blongo_100 and blongo_003 then 1; else if ADTTRYN not missing then 0.,Both AChEI and Memantine ongoing at baseline: If blongo_100 and blongo_003 then 1; else if ADTTRYN not missing then 0.,False,22,7,baseline blongo_100 blongo_003 adttryn missing. memantine ongoing baseline blongo_100 blongo_003. achei memantine ongoing baseline blongo_100. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_103,Ongoing at Baseline Visit: AChE Inhibitor + Memantine Simultaniously,Num,,Both AChEI and Memantine ongoing at baseline so same as blongo_102.,Both AChEI and Memantine ongoing at baseline so same as blongo_102.,False,12,8,Both AChEI and Memantine ongoing at baseline so same as blongo_102.
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_104,Ongoing at Baseline Visit: Memantine Only,Num,,If there is at least one record for the subject withADTENDT < VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject withADTENDT < VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,24,6,withadtendt vsdt visitnum adttryn missing. subject withadtendt vsdt visitnum adttryn. record subject withadtendt vsdt visitnum. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_105,Ongoing at Baseline Visit: AChE Inhibitor + Other,Num,,Both AChEI and Other ongoing at baseline: If blongo_100 and blongo_098 then 1; else if ADTTRYN not missing then 0.,Both AChEI and Other ongoing at baseline: If blongo_100 and blongo_098 then 1; else if ADTTRYN not missing then 0.,False,22,7,baseline blongo_100 blongo_098 adttryn missing. ongoing baseline blongo_100 blongo_098 adttryn. achei ongoing baseline blongo_100 blongo_098. 
AD medication at baseline,ADTRBL,ADTRBL_BLONGO_106,Ongoing at Baseline Visit: Memantine + Other,Num,,Both Memantine and Other ongoing at baseline: If blongo_003 and blongo_098 then 1; else if ADTTRYN not missing then 0.,Both Memantine and Other ongoing at baseline: If blongo_003 and blongo_098 then 1; else if ADTTRYN not missing then 0.,False,22,6,baseline blongo_003 blongo_098 adttryn missing. ongoing baseline blongo_003 blongo_098 adttryn. memantine ongoing baseline blongo_003 blongo_098. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND,Stopped before Baseline Visit: Any Medication Recorded on the CRF,Num,,If there is at least one record for the subject with (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,33,10,subject adtendt vsdt adtongo adtendt. record subject adtendt vsdt adtongo. adtstdt vsdt visitnum adttryn missing. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_,Stopped before Baseline Visit: No Medication Recorded on the CRF,Num,,0 = 1; 1 = 0,0 = 1; 1 = 0,False,4,10,0 = 1; 1 = 0
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_000,Stopped before Baseline Visit: Any Medication with Indication for AD Dementia,Num,,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Memantine' 'Galantamine' 'Rivastigmine' 'Medicine with indication for AD dementia') and ADTENDT < VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Memantine' 'Galantamine' 'Rivastigmine' 'Medicine with indication for AD dementia') and ADTENDT < VSDT and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,38,11,galantamine rivastigmine medicine indication ad. record subject adtterm donepezil memantine. adtendt vsdt visitnum adttryn missing. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_0000,Stopped before Baseline Visit: No Medication with Indication for AD Dementia,Num,,0 = 1; 1 = 0,0 = 1; 1 = 0,False,4,11,0 = 1; 1 = 0
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_001,Stopped before Baseline Visit: Donepezil,Num,,If there is at least one record for the subject with ADTTERM = 'Donepezil' and (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Donepezil' and (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,36,5,adtterm donepezil adtendt vsdt adtongo. adtstdt vsdt visitnum adttryn missing. record subject adtterm donepezil adtendt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_002,Stopped before Baseline Visit: Galantamine,Num,,If there is at least one record for the subject with ADTTERM = 'Galantamine' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT)) and VISITNUM = 1 then 1; else 0.,If there is at least one record for the subject with ADTTERM = 'Galantamine' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT)) and VISITNUM = 1 then 1; else 0.,False,31,5,vsdt adtongo adtendt adtstdt vsdt. record subject adtterm galantamine adtendt. adtongo adtendt adtstdt vsdt visitnum. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_003,Stopped before Baseline Visit: Memantine,Num,,If there is at least one record for the subject with ADTTERM = 'Memantine' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Memantine' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,36,5,adtterm memantine adtendt vsdt adtongo. adtstdt vsdt visitnum adttryn missing. record subject adtterm memantine adtendt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_004,Stopped before Baseline Visit: Rivastigmine,Num,,If there is at least one record for the subject with ADTTERM = 'Rivastigmine' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Rivastigmine' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,36,5,rivastigmine adtendt vsdt adtongo adtendt. adtstdt vsdt visitnum adttryn missing. record subject adtterm rivastigmine adtendt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_005,Stopped before Baseline Visit: Yokukansan,Num,,If there is at least one record for the subject with ADTTERM = 'Yokukansan (Chinese herbal medicine)' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Yokukansan (Chinese herbal medicine)' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,39,5,adtstdt vsdt visitnum adttryn missing. adtterm yokukansan chinese herbal medicine. record subject adtterm yokukansan chinese. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_098,Stopped before Baseline Visit: Other Medication with Indication for AD Dementia,Num,,If there is at least one record for the subject with ADTTERM = 'Medicine with indication for AD dementia' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Medicine with indication for AD dementia' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,41,11,adtstdt vsdt visitnum adttryn missing. record subject adtterm medicine indication. dementia adtendt vsdt adtongo adtendt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_099,Stopped before Baseline Visit: Other,Num,,If there is at least one record for the subject with ADTTERM = 'Other' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM = 'Other' and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,36,5,subject adtterm adtendt vsdt adtongo. adtstdt vsdt visitnum adttryn missing. record subject adtterm adtendt vsdt. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_100,Stopped before Baseline Visit: AChE Inhibitor,Num,,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,If there is at least one record for the subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') and  (ADTENDT < VSDT OR (ADTONGO = 'N' and ADTENDT = . AND ADTSTDT < VSDT))  and VISITNUM = 1 then 1; else if ADTTRYN not missing then 0.,False,39,6,subject adtterm donepezil galantamine rivastigmine. adtstdt vsdt visitnum adttryn missing. record subject adtterm donepezil galantamine. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_101,Stopped before Baseline Visit: AChE Inhibitor Only,Num,,"Only AChEI taken and stopped before baseline, so AChEI stopped before baseline and no AD Dementia medication that is not a non-AChEI taken at anytime (i.e. started) before baseline: If prevend_100 and not (prevstart_098 or prevstart_003) then 1; else if ADTTRYN not missing then 0.","Only AChEI taken and stopped before baseline, so AChEI stopped before baseline and no AD Dementia medication that is not a non-AChEI taken at anytime (i.e. started) before baseline: If prevend_100 and not (prevstart_098 or prevstart_003) then 1; else if ADTTRYN not missing then 0.",False,50,7,prevend_100 prevstart_098 prevstart_003 adttryn missing. achei taken anytime started baseline. stopped baseline ad dementia medication. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_102,Stopped before Baseline Visit: AChE Inhibitor + Memantine,Num,,AChEI and Memantine both ended before baseline: If prevend_100 and prevend_003 then 1; else if ADTTRYN not missing then 0.,AChEI and Memantine both ended before baseline: If prevend_100 and prevend_003 then 1; else if ADTTRYN not missing then 0.,False,22,7,baseline prevend_100 prevend_003 adttryn missing. memantine ended baseline prevend_100 prevend_003. achei memantine ended baseline prevend_100. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_103,Stopped before Baseline Visit: AChE Inhibitor + Memantine Simultaniously,Num,,"Both AChEI and Memantine ended before baseline and were taken at the same time for at least one day: 
Make a join of all records for a subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') to all records for a subject with ADTTERM = 'Memantine' that ended before baseline and are overlapping for at least one day. If there is at least such a record then 1; else if ADTTRYN not missing then 0.","Both AChEI and Memantine ended before baseline and were taken at the same time for at least one day: 
Make a join of all records for a subject with ADTTERM IN ('Donepezil' 'Galantamine' 'Rivastigmine') to all records for a subject with ADTTERM = 'Memantine' that ended before baseline and are overlapping for at least one day. If there is at least such a record then 1; else if ADTTRYN not missing then 0.",False,72,8,make join records subject adtterm. subject adtterm donepezil galantamine rivastigmine. baseline taken time day make. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_104,Stopped before Baseline Visit: Memantine Only,Num,,"Only Memantine taken and stopped before baseline, so Memantine stopped before baseline and no AD Dementia medication other than Memantine taken at anytime (i.e. started) before baseline: If prevend_003 and not (prevstart_098 or prevstart_100) then 1; else if ADTTRYN not missing then 0.","Only Memantine taken and stopped before baseline, so Memantine stopped before baseline and no AD Dementia medication other than Memantine taken at anytime (i.e. started) before baseline: If prevend_003 and not (prevstart_098 or prevstart_100) then 1; else if ADTTRYN not missing then 0.",False,47,6,prevend_003 prevstart_098 prevstart_100 adttryn missing. memantine taken anytime started baseline. stopped baseline ad dementia medication. 
AD medication at baseline,ADTRBL,ADTRBL_PREVEND_105,Stopped before Baseline Visit: AChE Inhibitor + Other,Num,,AChEI and Other both ended before baseline: If prevend_100 and prevend_098 then 1; else if ADTTRYN not missing then 0.,AChEI and Other both ended before baseline: If prevend_100 and prevend_098 then 1; else if ADTTRYN not missing then 0.,False,22,7,achei ended baseline prevend_100 prevend_098. baseline prevend_100 prevend_098 adttryn missing. ended baseline prevend_100 prevend_098 adttryn. 
